Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Evacuaciones por Colapso de estructura en Belgrano,"Un grave colapso de estructura se registró en Belgrano, CABA. El incidente bloqueando las principales vías de acceso. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Colapso de estructura,-34.584358,-58.51184,24/08/2016
"Accidente con químicos industriales genera crisis en Quilmes, Buenos Aires","Autoridades confirmaron un accidente con químicos industriales en Quilmes, Buenos Aires. El incidente dejando a varios sectores sin comunicación. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Accidente con químicos industriales,-34.695,-58.250075,30/03/2013
Incendio en edificio residencial provoca emergencia en Godoy Cruz,"Un grave incendio en edificio residencial se registró en Godoy Cruz, Mendoza. El incidente afectando el normal desarrollo de actividades en la zona. Equipos de rescate continúan buscando posibles víctimas.",Incendio en edificio residencial,-32.909038,-68.854886,27/01/2007
Oberá afectado por Incendio en depósito,"Autoridades confirmaron un incendio en depósito en Oberá, Misiones. El incidente dejando un rastro de destrucción importante. Bomberos y personal de seguridad trabajan intensamente en la zona.",Incendio en depósito,-27.476131,-55.166656,22/12/2007
"Evacuaciones por Derrumbe parcial en 25 de Mayo, Buenos Aires","Autoridades confirmaron un derrumbe parcial en 25 de Mayo, Buenos Aires. El incidente con un saldo inicial de varias personas heridas. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Derrumbe parcial,-35.399885,-60.1492,13/03/2006
"Habitantes de Victorica afrontan Derrumbe parcial, La Pampa","Autoridades confirmaron un derrumbe parcial en Victorica, La Pampa. El incidente resultando en el cierre temporal de escuelas y comercios. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Derrumbe parcial,-36.17423,-65.447643,20/10/2001
"Habitantes de Villaguay afrontan Colisión de tren de carga, Entre Ríos","Grave colisión de tren de carga ocurrió en las inmediaciones de Villaguay, Entre Ríos. El incidente afectando el normal desarrollo de actividades en la zona. Se han habilitado refugios temporales para las familias afectadas.",Colisión de tren de carga,-31.905827,-59.075365,06/02/2001
Fuga masiva de gas natural genera crisis en Puerto Deseado,"Autoridades confirmaron un fuga masiva de gas natural en Puerto Deseado, Santa Cruz. El incidente generando preocupación entre autoridades provinciales. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Fuga masiva de gas natural,-47.756306,-65.895826,16/03/2021
"Tilcara afectado por Aterrizaje de emergencia, Jujuy","Un grave aterrizaje de emergencia se registró en Tilcara, Jujuy. El incidente causando daños en cultivos y producción agrícola. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Aterrizaje de emergencia,-23.602284,-65.3708,14/10/2016
"Chimbas en alerta por Deflagración en planta industrial, San Juan","Autoridades confirmaron un deflagración en planta industrial en Chimbas, San Juan. El incidente interrumpiendo servicios básicos en toda la zona. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Deflagración en planta industrial,-31.511335,-68.498081,30/12/2023
"Recoleta sufre las consecuencias de Choque de formaciones ferroviarias, CABA","Grave choque de formaciones ferroviarias ocurrió en las inmediaciones de Recoleta, CABA. El incidente afectando gravemente la infraestructura local. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Choque de formaciones ferroviarias,-34.587132,-58.351391,28/11/2005
"Viedma en alerta por Emergencia en zona industrial, Río Negro","Un grave emergencia en zona industrial se registró en Viedma, Río Negro. El incidente generando preocupación entre autoridades provinciales. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Emergencia en zona industrial,-40.822174,-62.951121,14/11/2007
Habitantes de Chilecito afrontan Derrumbe parcial,"Un grave derrumbe parcial se registró en Chilecito, La Rioja. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha establecido un centro de operaciones para coordinar las ayudas.",Derrumbe parcial,-29.116056,-67.504477,06/06/2011
"Pérdida de gas con evacuación deja múltiples daños en La Toma, San Luis","Autoridades confirmaron un pérdida de gas con evacuación en La Toma, San Luis. El incidente dejando un rastro de destrucción importante. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Pérdida de gas con evacuación,-33.094832,-65.646287,13/12/2020
Serio incidente: Incendio en fábrica en Godoy Cruz,"Un grave incendio en fábrica se registró en Godoy Cruz, Mendoza. El incidente generando preocupación entre autoridades provinciales. Se ha establecido un centro de operaciones para coordinar las ayudas.",Incendio en fábrica,-32.88901,-68.806447,12/08/2005
Incendio en depósito impacta en Tandil,"Autoridades confirmaron un incendio en depósito en Tandil, Buenos Aires. El incidente afectando el normal desarrollo de actividades en la zona. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Incendio en depósito,-37.312819,-59.153237,06/10/2011
"Guaymallén afectado por Accidente en refinería, Mendoza","Autoridades confirmaron un accidente en refinería en Guaymallén, Mendoza. El incidente causando pérdidas millonarias y afectando a cientos de personas. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Accidente en refinería,-32.888115,-68.811256,07/10/2010
"Accidente ferroviario con pasajeros sorprende a habitantes de Morón, Buenos Aires","Grave accidente ferroviario con pasajeros ocurrió en las inmediaciones de Morón, Buenos Aires. El incidente dejando varios heridos y daños materiales. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Accidente ferroviario con pasajeros,-34.612591,-58.651454,25/11/2011
"Alerta por Emergencia en aeropuerto en Resistencia, Chaco","Grave emergencia en aeropuerto ocurrió en las inmediaciones de Resistencia, Chaco. El incidente dejando a varios sectores sin comunicación. El municipio ha activado el protocolo de emergencias para esta situación.",Emergencia en aeropuerto,-27.426152,-59.02958,01/11/2013
Emergencia por Fuego destructivo en zona urbana en Recoleta,"Un grave fuego destructivo en zona urbana se registró en Recoleta, CABA. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Fuego destructivo en zona urbana,-34.622893,-58.348345,22/02/2001
"Corte prolongado de energía impacta en Tilcara, Jujuy","Grave corte prolongado de energía ocurrió en las inmediaciones de Tilcara, Jujuy. El incidente generando caos en el transporte público y privado. Se ha establecido un centro de operaciones para coordinar las ayudas.",Corte prolongado de energía,-23.531203,-65.379335,25/03/2014
Impacto de Corte masivo de electricidad en comunidad de Recoleta,"Un grave corte masivo de electricidad se registró en Recoleta, CABA. El incidente afectando el normal desarrollo de actividades en la zona. El municipio ha activado el protocolo de emergencias para esta situación.",Corte masivo de electricidad,-34.606127,-58.388161,06/10/2021
Alerta por Accidente en planta industrial en Apóstoles,"Un grave accidente en planta industrial se registró en Apóstoles, Misiones. El incidente dejando un rastro de destrucción importante. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Accidente en planta industrial,-27.911866,-55.786035,03/01/2020
Villa María afectado por Corte masivo de electricidad,"Grave corte masivo de electricidad ocurrió en las inmediaciones de Villa María, Córdoba. El incidente provocando cortes de energía y problemas en el suministro de agua. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Corte masivo de electricidad,-32.409639,-63.246948,11/09/2011
Confirman Estallido con víctimas de gran magnitud en 25 de Mayo,"Autoridades confirmaron un estallido con víctimas en 25 de Mayo, Buenos Aires. El incidente dejando varios heridos y daños materiales. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Estallido con víctimas,-35.406729,-60.170646,06/12/2020
Confirman Incidente aéreo de gran magnitud en Colón,"Un grave incidente aéreo se registró en Colón, Entre Ríos. El incidente generando caos en el transporte público y privado. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Incidente aéreo,-32.252327,-58.147778,30/06/2002
"Equipos de emergencia atienden Vuelco de vehículo de pasajeros en Marcos Juárez, Córdoba","Autoridades confirmaron un vuelco de vehículo de pasajeros en Marcos Juárez, Córdoba. El incidente dejando un rastro de destrucción importante. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Vuelco de vehículo de pasajeros,-32.666185,-62.15369,27/07/2008
"Preocupación por Derrumbe en obra en construcción en Tandil, Buenos Aires","Autoridades confirmaron un derrumbe en obra en construcción en Tandil, Buenos Aires. El incidente afectando el normal desarrollo de actividades en la zona. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Derrumbe en obra en construcción,-37.33506,-59.112884,12/10/2010
Declaran emergencia tras Descarrilamiento de tren en La Boca,"Un grave descarrilamiento de tren se registró en La Boca, CABA. El incidente dejando a varios sectores sin comunicación. Se ha establecido un centro de operaciones para coordinar las ayudas.",Descarrilamiento de tren,-34.670849,-58.33175,09/07/2009
"Serio incidente: Detonación en fábrica en San Martín de los Andes, Neuquén","Un grave detonación en fábrica se registró en San Martín de los Andes, Neuquén. El incidente bloqueando las principales vías de acceso. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Detonación en fábrica,-40.163751,-71.332922,16/07/2021
Consecuencias graves tras Apagón por tormenta en Caleta Olivia,"Autoridades confirmaron un apagón por tormenta en Caleta Olivia, Santa Cruz. El incidente provocando cortes de energía y problemas en el suministro de agua. El municipio ha activado el protocolo de emergencias para esta situación.",Apagón por tormenta,-46.464031,-67.517643,30/08/2024
"Se reporta Fuga en planta industrial en zona de Recoleta, CABA","Grave fuga en planta industrial ocurrió en las inmediaciones de Recoleta, CABA. El incidente obligando a evacuar a residentes de la zona. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Fuga en planta industrial,-34.626189,-58.42304,15/03/2006
"Autoridades responden a Incidente en fábrica en San Carlos de Bariloche, Río Negro","Grave incidente en fábrica ocurrió en las inmediaciones de San Carlos de Bariloche, Río Negro. El incidente provocando la activación de protocolos de emergencia. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Incidente en fábrica,-41.124129,-71.314694,17/07/2019
Derrumbe parcial impacta en La Plata,"Un grave derrumbe parcial se registró en La Plata, Buenos Aires. El incidente causando pérdidas millonarias y afectando a cientos de personas. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Derrumbe parcial,-34.946127,-57.98079,05/05/2013
"Situación crítica por Incendio en viviendas en Aristóbulo del Valle, Misiones","Autoridades confirmaron un incendio en viviendas en Aristóbulo del Valle, Misiones. El incidente generando caos en el transporte público y privado. La población ha sido alertada para tomar precauciones adicionales.",Incendio en viviendas,-27.132481,-54.864044,28/08/2016
Interrupción del suministro eléctrico sorprende a habitantes de Córdoba,"Un grave interrupción del suministro eléctrico se registró en Córdoba, Córdoba. El incidente afectando el normal desarrollo de actividades en la zona. La población ha sido alertada para tomar precauciones adicionales.",Interrupción del suministro eléctrico,-31.426263,-64.198076,31/12/2007
Perico afectado por Colisión grave en ruta,"Grave colisión grave en ruta ocurrió en las inmediaciones de Perico, Jujuy. El incidente generando caos en el transporte público y privado. La población ha sido alertada para tomar precauciones adicionales.",Colisión grave en ruta,-24.333168,-65.062519,02/01/2021
"Fallo en estación transformadora deja múltiples daños en Lomas de Zamora, Buenos Aires","Grave fallo en estación transformadora ocurrió en las inmediaciones de Lomas de Zamora, Buenos Aires. El incidente afectando el normal desarrollo de actividades en la zona. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Fallo en estación transformadora,-34.732199,-58.433118,09/05/2016
Emergencia por Accidente de avión en Caleta Olivia,"Autoridades confirmaron un accidente de avión en Caleta Olivia, Santa Cruz. El incidente generando caos en el transporte público y privado. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Accidente de avión,-46.469732,-67.490499,06/11/2020
Serio incidente: Accidente de avión en Chos Malal,"Autoridades confirmaron un accidente de avión en Chos Malal, Neuquén. El incidente generando preocupación entre autoridades provinciales. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Accidente de avión,-37.385591,-70.276039,19/10/2016
"Puerto Madryn en alerta por Descarrilamiento de vagones, Chubut","Un grave descarrilamiento de vagones se registró en Puerto Madryn, Chubut. El incidente destruyendo viviendas y dejando a familias evacuadas. El municipio ha activado el protocolo de emergencias para esta situación.",Descarrilamiento de vagones,-42.728499,-65.060695,15/04/2000
Incidente aéreo afecta a Las Breñas,"Grave incidente aéreo ocurrió en las inmediaciones de Las Breñas, Chaco. El incidente generando caos en el transporte público y privado. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Incidente aéreo,-27.06192,-61.113782,20/02/2022
"Jardín América en alerta por Incendio en fábrica, Misiones","Un grave incendio en fábrica se registró en Jardín América, Misiones. El incidente interrumpiendo servicios básicos en toda la zona. La población ha sido alertada para tomar precauciones adicionales.",Incendio en fábrica,-27.064939,-55.239262,21/10/2021
"Avioneta caída impacta en Libertador General San Martín, Jujuy","Un grave avioneta caída se registró en Libertador General San Martín, Jujuy. El incidente dejando un rastro de destrucción importante. La población ha sido alertada para tomar precauciones adicionales.",Avioneta caída,-23.816916,-64.766271,11/10/2015
"Evacuaciones por Escape de gas en Belén, Catamarca","Un grave escape de gas se registró en Belén, Catamarca. El incidente generando preocupación entre autoridades provinciales. El gobierno provincial ha enviado ayuda humanitaria a los damnificados.",Escape de gas,-27.679183,-67.071389,11/11/2002
Interrupción del suministro eléctrico causa estragos en La Falda,"Grave interrupción del suministro eléctrico ocurrió en las inmediaciones de La Falda, Córdoba. El incidente provocando la activación de protocolos de emergencia. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Interrupción del suministro eléctrico,-31.105476,-64.528037,24/11/2012
"Autoridades responden a Derrumbe de edificio en Río Tercero, Córdoba","Grave derrumbe de edificio ocurrió en las inmediaciones de Río Tercero, Córdoba. El incidente generando serios daños ambientales en la región. Equipos de rescate continúan buscando posibles víctimas.",Derrumbe de edificio,-32.180393,-64.139289,25/04/2024
"Confirman Vuelco de vehículo de pasajeros de gran magnitud en Tandil, Buenos Aires","Autoridades confirmaron un vuelco de vehículo de pasajeros en Tandil, Buenos Aires. El incidente resultando en el cierre temporal de escuelas y comercios. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Vuelco de vehículo de pasajeros,-37.291289,-59.159562,08/01/2011
"Explosión seguida de incendio sorprende a habitantes de Yerba Buena, Tucumán","Grave explosión seguida de incendio ocurrió en las inmediaciones de Yerba Buena, Tucumán. El incidente generando caos en el transporte público y privado. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Explosión seguida de incendio,-26.776543,-65.269029,06/11/2016
Incendio en depósito sorprende a habitantes de San Rafael,"Grave incendio en depósito ocurrió en las inmediaciones de San Rafael, Mendoza. El incidente con un saldo inicial de varias personas heridas. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Incendio en depósito,-34.644784,-68.325336,05/04/2006
Fuga en planta industrial causa estragos en Esperanza,"Grave fuga en planta industrial ocurrió en las inmediaciones de Esperanza, Santa Fe. El incidente causando daños en cultivos y producción agrícola. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Fuga en planta industrial,-31.461892,-60.943323,26/04/2012
Situación crítica por Fallo en planta procesadora en Las Heras,"Grave fallo en planta procesadora ocurrió en las inmediaciones de Las Heras, Santa Cruz. El incidente dejando varios heridos y daños materiales. Equipos de rescate continúan buscando posibles víctimas.",Fallo en planta procesadora,-46.580677,-68.9509,18/08/2024
"Equipos de emergencia atienden Apagón por tormenta en La Toma, San Luis","Grave apagón por tormenta ocurrió en las inmediaciones de La Toma, San Luis. El incidente afectando el normal desarrollo de actividades en la zona. Bomberos y personal de seguridad trabajan intensamente en la zona.",Apagón por tormenta,-33.075894,-65.641894,26/08/2022
Colapso en red de distribución impacta en Paso de los Libres,"Autoridades confirmaron un colapso en red de distribución en Paso de los Libres, Corrientes. El incidente generando preocupación entre autoridades provinciales. Se ha establecido un centro de operaciones para coordinar las ayudas.",Colapso en red de distribución,-29.726712,-57.064813,09/10/2023
"Escape de gas deja múltiples daños en Villaguay, Entre Ríos","Autoridades confirmaron un escape de gas en Villaguay, Entre Ríos. El incidente generando serios daños ambientales en la región. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Escape de gas,-31.85727,-59.062108,04/08/2017
"Fuego en centro comercial causa estragos en Humahuaca, Jujuy","Grave fuego en centro comercial ocurrió en las inmediaciones de Humahuaca, Jujuy. El incidente afectando el normal desarrollo de actividades en la zona. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Fuego en centro comercial,-23.209849,-65.362502,21/05/2004
"Incendio en depósito deja múltiples daños en Punta Alta, Buenos Aires","Autoridades confirmaron un incendio en depósito en Punta Alta, Buenos Aires. El incidente dejando un rastro de destrucción importante. El municipio ha activado el protocolo de emergencias para esta situación.",Incendio en depósito,-38.838645,-62.065707,15/03/2013
Situación crítica por Incidente aéreo en Puerto Deseado,"Autoridades confirmaron un incidente aéreo en Puerto Deseado, Santa Cruz. El incidente generando preocupación entre autoridades provinciales. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Incidente aéreo,-47.767823,-65.889542,24/05/2005
"Accidente vehicular genera crisis en El Bolsón, Río Negro","Un grave accidente vehicular se registró en El Bolsón, Río Negro. El incidente destruyendo viviendas y dejando a familias evacuadas. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Accidente vehicular,-41.994986,-71.564023,05/11/2008
"Habitantes de Jardín América afrontan Fuga en gasoducto, Misiones","Grave fuga en gasoducto ocurrió en las inmediaciones de Jardín América, Misiones. El incidente generando serios daños ambientales en la región. Técnicos trabajan para restablecer los servicios básicos lo antes posible.",Fuga en gasoducto,-27.03059,-55.26805,07/09/2016
Situación crítica por Accidente con químicos industriales en Villa María,"Autoridades confirmaron un accidente con químicos industriales en Villa María, Córdoba. El incidente generando serios daños ambientales en la región. Se han habilitado refugios temporales para las familias afectadas.",Accidente con químicos industriales,-32.421797,-63.27356,28/04/2021
"Evacuaciones por Accidente con químicos industriales en Córdoba, Córdoba","Autoridades confirmaron un accidente con químicos industriales en Córdoba, Córdoba. El incidente causando daños en cultivos y producción agrícola. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Accidente con químicos industriales,-31.412661,-64.149394,19/02/2019
Alerta por Fuga en planta industrial en San Telmo,"Autoridades confirmaron un fuga en planta industrial en San Telmo, CABA. El incidente bloqueando las principales vías de acceso. El municipio ha activado el protocolo de emergencias para esta situación.",Fuga en planta industrial,-34.58535,-58.411813,25/03/2002
"Declaran emergencia tras Derrumbe parcial en Zapala, Neuquén","Un grave derrumbe parcial se registró en Zapala, Neuquén. El incidente dejando un rastro de destrucción importante. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.",Derrumbe parcial,-38.928109,-70.041268,07/11/2017
Jesús María en alerta por Fuga masiva de gas natural,"Un grave fuga masiva de gas natural se registró en Jesús María, Córdoba. El incidente generando serios daños ambientales en la región. Bomberos y personal de seguridad trabajan intensamente en la zona.",Fuga masiva de gas natural,-30.96429,-64.111408,13/08/2019
Incendio con víctimas causa estragos en San Francisco,"Un grave incendio con víctimas se registró en San Francisco, Córdoba. El incidente causando daños en cultivos y producción agrícola. Bomberos y personal de seguridad trabajan intensamente en la zona.",Incendio con víctimas,-31.378526,-62.127732,27/07/2004
"Equipos de emergencia atienden Fuego en centro comercial en Rosario, Santa Fe","Grave fuego en centro comercial ocurrió en las inmediaciones de Rosario, Santa Fe. El incidente provocando la activación de protocolos de emergencia. La población ha sido alertada para tomar precauciones adicionales.",Fuego en centro comercial,-32.960655,-60.661314,28/09/2014
Accidente ferroviario con pasajeros genera crisis en San Fernando del Valle de Catamarca,"Un grave accidente ferroviario con pasajeros se registró en San Fernando del Valle de Catamarca, Catamarca. El incidente dejando varios heridos y daños materiales. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Accidente ferroviario con pasajeros,-28.490045,-65.783774,19/10/2005
Alerta por Accidente de tránsito múltiple en Esquel,"Autoridades confirmaron un accidente de tránsito múltiple en Esquel, Chubut. El incidente causando daños en cultivos y producción agrícola. Se ha establecido un centro de operaciones para coordinar las ayudas.",Accidente de tránsito múltiple,-42.905149,-71.33584,10/07/2003
"Impacto de Colapso por fallas estructurales en comunidad de Ushuaia, Tierra del Fuego","Autoridades confirmaron un colapso por fallas estructurales en Ushuaia, Tierra del Fuego. El incidente dejando a la población incomunicada por varias horas. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Colapso por fallas estructurales,-54.754905,-68.293793,28/04/2005
"Necochea en alerta por Emergencia en aeropuerto, Buenos Aires","Un grave emergencia en aeropuerto se registró en Necochea, Buenos Aires. El incidente dejando un rastro de destrucción importante. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Emergencia en aeropuerto,-38.564607,-58.717426,10/04/2018
Fuga en planta industrial afecta a Bahía Blanca,"Grave fuga en planta industrial ocurrió en las inmediaciones de Bahía Blanca, Buenos Aires. El incidente afectando el normal desarrollo de actividades en la zona. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Fuga en planta industrial,-38.727072,-62.248129,14/02/2014
Confirman Corte prolongado de energía de gran magnitud en Lobos,"Un grave corte prolongado de energía se registró en Lobos, Buenos Aires. El incidente provocando la activación de protocolos de emergencia. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Corte prolongado de energía,-35.176589,-59.131971,02/04/2009
Colapso por fallas estructurales impacta en Formosa,"Grave colapso por fallas estructurales ocurrió en las inmediaciones de Formosa, Formosa. El incidente afectando gravemente la infraestructura local. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Colapso por fallas estructurales,-26.163212,-58.15606,14/10/2002
"Declaran emergencia tras Vuelco de vehículo de pasajeros en Neuquén, Neuquén","Un grave vuelco de vehículo de pasajeros se registró en Neuquén, Neuquén. El incidente con un saldo inicial de varias personas heridas. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Vuelco de vehículo de pasajeros,-38.93079,-68.019047,12/01/2014
"Habitantes de Balcarce afrontan Apagón por tormenta, Buenos Aires","Grave apagón por tormenta ocurrió en las inmediaciones de Balcarce, Buenos Aires. El incidente provocando la activación de protocolos de emergencia. Bomberos y personal de seguridad trabajan intensamente en la zona.",Apagón por tormenta,-37.801685,-58.248736,24/09/2019
Apagón por tormenta sorprende a habitantes de Allen,"Autoridades confirmaron un apagón por tormenta en Allen, Río Negro. El incidente afectando gravemente la infraestructura local. Se ha establecido un centro de operaciones para coordinar las ayudas.",Apagón por tormenta,-39.00028,-67.832241,02/10/2019
"Serio incidente: Fuego en local comercial en Trenque Lauquen, Buenos Aires","Grave fuego en local comercial ocurrió en las inmediaciones de Trenque Lauquen, Buenos Aires. El incidente dejando un rastro de destrucción importante. Equipos de rescate continúan buscando posibles víctimas.",Fuego en local comercial,-35.972604,-62.715167,05/07/2012
Serio incidente: Accidente con maquinaria industrial en Presidencia Roque Sáenz Peña,"Autoridades confirmaron un accidente con maquinaria industrial en Presidencia Roque Sáenz Peña, Chaco. El incidente generando preocupación entre autoridades provinciales. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Accidente con maquinaria industrial,-26.827751,-60.416205,07/02/2016
"Declaran emergencia tras Colapso por fallas estructurales en Santa Fe, Santa Fe","Autoridades confirmaron un colapso por fallas estructurales en Santa Fe, Santa Fe. El incidente obligando a evacuar a residentes de la zona. La población ha sido alertada para tomar precauciones adicionales.",Colapso por fallas estructurales,-31.667094,-60.725549,07/04/2001
Incendio en viviendas provoca emergencia en Metán,"Autoridades confirmaron un incendio en viviendas en Metán, Salta. El incidente causando pérdidas millonarias y afectando a cientos de personas. Bomberos y personal de seguridad trabajan intensamente en la zona.",Incendio en viviendas,-25.475123,-65.011776,30/04/2014
Choque en cadena impacta en Colón,"Un grave choque en cadena se registró en Colón, Entre Ríos. El incidente obligando a evacuar a residentes de la zona. Se ha establecido un centro de operaciones para coordinar las ayudas.",Choque en cadena,-32.187791,-58.18187,15/01/2006
Confirman Accidente de tránsito múltiple de gran magnitud en Realicó,"Un grave accidente de tránsito múltiple se registró en Realicó, La Pampa. El incidente afectando gravemente la infraestructura local. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Accidente de tránsito múltiple,-35.009304,-64.224512,31/08/2022
Habitantes de Corrientes afrontan Explosión de tanque de gas,"Autoridades confirmaron un explosión de tanque de gas en Corrientes, Corrientes. El incidente generando preocupación entre autoridades provinciales. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Explosión de tanque de gas,-27.455154,-58.828114,24/11/2012
Serio incidente: Derrumbe de edificio en Rivadavia,"Un grave derrumbe de edificio se registró en Rivadavia, San Juan. El incidente provocando la activación de protocolos de emergencia. Bomberos y personal de seguridad trabajan intensamente en la zona.",Derrumbe de edificio,-31.49849,-68.60285,23/10/2008
"Consecuencias graves tras Escape de gas en San Rafael, Mendoza","Grave escape de gas ocurrió en las inmediaciones de San Rafael, Mendoza. El incidente obligando a evacuar a residentes de la zona. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Escape de gas,-34.624093,-68.34946,02/05/2014
"Alerta por Caída de construcción en Recoleta, CABA","Un grave caída de construcción se registró en Recoleta, CABA. El incidente provocando la activación de protocolos de emergencia. Se ha establecido un centro de operaciones para coordinar las ayudas.",Caída de construcción,-34.56303,-58.411638,11/12/2014
Caída de construcción deja múltiples daños en Chamical,"Autoridades confirmaron un caída de construcción en Chamical, La Rioja. El incidente con un saldo inicial de varias personas heridas. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Caída de construcción,-30.375434,-66.332063,13/08/2009
Emergencia por Accidente de tránsito múltiple en Villa Krause,"Grave accidente de tránsito múltiple ocurrió en las inmediaciones de Villa Krause, San Juan. El incidente afectando gravemente la infraestructura local. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Accidente de tránsito múltiple,-31.606281,-68.564909,03/03/2003
Autoridades responden a Fallo en sistema de seguridad industrial en Belgrano,"Autoridades confirmaron un fallo en sistema de seguridad industrial en Belgrano, CABA. El incidente generando caos en el transporte público y privado. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Fallo en sistema de seguridad industrial,-34.582397,-58.5106,01/11/2005
Choque en cadena provoca emergencia en Tandil,"Un grave choque en cadena se registró en Tandil, Buenos Aires. El incidente afectando gravemente la infraestructura local. El municipio ha activado el protocolo de emergencias para esta situación.",Choque en cadena,-37.321015,-59.128078,06/11/2004
"Colapso por fallas estructurales sorprende a habitantes de Marcos Juárez, Córdoba","Autoridades confirmaron un colapso por fallas estructurales en Marcos Juárez, Córdoba. El incidente provocando pánico entre los residentes locales. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Colapso por fallas estructurales,-32.697206,-62.062705,18/06/2011
Impacto de Fallo en planta procesadora en comunidad de Villa Ángela,"Grave fallo en planta procesadora ocurrió en las inmediaciones de Villa Ángela, Chaco. El incidente dejando a la población incomunicada por varias horas. Bomberos y personal de seguridad trabajan intensamente en la zona.",Fallo en planta procesadora,-27.598186,-60.715922,20/05/2000
Habitantes de San Salvador de Jujuy afrontan Explosión de origen desconocido,"Autoridades confirmaron un explosión de origen desconocido en San Salvador de Jujuy, Jujuy. El incidente dejando un rastro de destrucción importante. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Explosión de origen desconocido,-24.143527,-65.343724,03/06/2008
Se reporta Colisión de tren de carga en zona de Cutral Có,"Grave colisión de tren de carga ocurrió en las inmediaciones de Cutral Có, Neuquén. El incidente resultando en el cierre temporal de escuelas y comercios. La población ha sido alertada para tomar precauciones adicionales.",Colisión de tren de carga,-38.913732,-69.21325,06/02/2005
"Situación crítica por Accidente con químicos industriales en San Luis, San Luis","Un grave accidente con químicos industriales se registró en San Luis, San Luis. El incidente dejando a varios sectores sin comunicación. El intendente local se ha trasladado al lugar para supervisar las operaciones.",Accidente con químicos industriales,-33.2907,-66.315508,07/06/2017
"Habitantes de Paso de los Libres afrontan Emergencia en aeropuerto, Corrientes","Grave emergencia en aeropuerto ocurrió en las inmediaciones de Paso de los Libres, Corrientes. El incidente causando daños en cultivos y producción agrícola. El municipio ha activado el protocolo de emergencias para esta situación.",Emergencia en aeropuerto,-29.745484,-57.118571,14/07/2014
